datetime,p_up,regime,action,position,price,equity
2025-11-22 18:00:00+00:00,0.4815147802985026,1,EXIT_TO_FLAT,0.0,84537.2890625,10030.202824363214
2025-11-22 20:00:00+00:00,0.4753664907280657,1,EXIT_TO_FLAT,0.0,84718.484375,10030.202824363214
2025-11-22 21:00:00+00:00,0.50671306516155,1,EXIT_TO_FLAT,0.0,84407.9296875,10030.202824363214
2025-11-22 22:00:00+00:00,0.4859637465607607,1,EXIT_TO_FLAT,0.0,84298.2890625,10030.202824363214
2025-11-22 23:00:00+00:00,0.5039974367757727,1,EXIT_TO_FLAT,0.0,85009.015625,10030.202824363214
2025-11-23 00:00:00+00:00,0.4710227316406641,1,EXIT_TO_FLAT,0.0,84882.7578125,10030.202824363214
2025-11-23 02:00:00+00:00,0.4943792342674734,1,EXIT_TO_FLAT,0.0,86192.390625,10030.202824363214
2025-11-23 03:00:00+00:00,0.5232411188160064,1,EXIT_TO_FLAT,0.0,86013.3359375,10030.202824363214
2025-11-23 04:00:00+00:00,0.49101634979252085,1,EXIT_TO_FLAT,0.0,86511.078125,10030.202824363214
2025-11-23 05:00:00+00:00,0.4788856463996584,1,EXIT_TO_FLAT,0.0,86419.1171875,10030.202824363214
2025-11-23 06:00:00+00:00,0.5143558044537287,1,EXIT_TO_FLAT,0.0,86384.8125,10030.202824363214
2025-11-23 07:00:00+00:00,0.46488608439249945,1,EXIT_TO_FLAT,0.0,85701.359375,10030.202824363214
2025-11-23 08:00:00+00:00,0.48318475084985646,1,EXIT_TO_FLAT,0.0,85897.203125,10030.202824363214
2025-11-23 09:00:00+00:00,0.4724477697181572,1,EXIT_TO_FLAT,0.0,86101.3359375,10030.202824363214
2025-11-23 10:00:00+00:00,0.4800527551240033,1,EXIT_TO_FLAT,0.0,86282.0703125,10030.202824363214
2025-11-23 10:00:00+00:00,0.5037901339394005,1,EXIT_TO_FLAT,0.0,86053.359375,10030.202824363214
2025-11-23 12:00:00+00:00,0.4851388571487967,1,EXIT_TO_FLAT,0.0,86416.921875,10030.202824363214
2025-11-23 13:00:00+00:00,0.5124668983738473,1,EXIT_TO_FLAT,0.0,86388.9765625,10030.202824363214
2025-11-23 14:00:00+00:00,0.5323204013522963,1,HOLD,0.0,87107.375,10030.202824363214
2025-11-23 14:00:00+00:00,0.49364095712036604,1,EXIT_TO_FLAT,0.0,86516.9921875,10030.202824363214
2025-11-23 16:00:00+00:00,0.48155646296248716,0,FLAT_REGIME_LOW,0.0,87288.09375,10030.202824363214
2025-11-23 16:00:00+00:00,0.5077685551312068,0,FLAT_REGIME_LOW,0.0,86721.734375,10030.202824363214
2025-11-23 18:00:00+00:00,0.4863506223620995,0,FLAT_REGIME_LOW,0.0,86854.8359375,10030.202824363214
2025-11-23 18:00:00+00:00,0.4863506223620995,0,FLAT_REGIME_LOW,0.0,86983.296875,10030.202824363214
2025-11-23 20:00:00+00:00,0.49038356983558656,0,FLAT_REGIME_LOW,0.0,87268.484375,10030.202824363214
2025-11-23 21:00:00+00:00,0.5227485151976682,0,FLAT_REGIME_LOW,0.0,87460.0859375,10030.202824363214
2025-11-23 21:00:00+00:00,0.4928678138640372,0,FLAT_REGIME_LOW,0.0,87973.9453125,10030.202824363214
2025-11-23 22:00:00+00:00,0.4984024534196355,0,FLAT_REGIME_LOW,0.0,87961.4375,10030.202824363214
2025-11-24 00:00:00+00:00,0.4990000034043986,0,FLAT_REGIME_LOW,0.0,86739.3671875,10030.202824363214
2025-11-24 02:00:00+00:00,0.45847563463376356,0,FLAT_REGIME_LOW,0.0,87405.9921875,10030.202824363214
2025-11-24 03:00:00+00:00,0.4908986045923598,0,FLAT_REGIME_LOW,0.0,87463.140625,10030.202824363214
2025-11-24 04:00:00+00:00,0.49990437127287446,0,FLAT_REGIME_LOW,0.0,86609.21875,10030.202824363214
2025-11-24 05:00:00+00:00,0.5379922245138642,0,FLAT_REGIME_LOW,0.0,87252.4453125,10030.202824363214
2025-11-24 06:00:00+00:00,0.49942081849708886,0,FLAT_REGIME_LOW,0.0,87019.15625,10030.202824363214
2025-11-24 07:00:00+00:00,0.4880017992267067,1,EXIT_TO_FLAT,0.0,86854.0546875,10030.202824363214
2025-11-24 08:00:00+00:00,0.49822005669194236,0,FLAT_REGIME_LOW,0.0,86822.453125,10030.202824363214
2025-11-24 09:00:00+00:00,0.5162385681565202,0,FLAT_REGIME_LOW,0.0,86576.546875,10030.202824363214
2025-11-24 10:00:00+00:00,0.5269463941476904,1,EXIT_TO_FLAT,0.0,85975.0390625,10030.202824363214
2025-11-24 10:00:00+00:00,0.5269463941476904,1,EXIT_TO_FLAT,0.0,86053.9140625,10030.202824363214
2025-11-24 12:00:00+00:00,0.49058839969333234,1,EXIT_TO_FLAT,0.0,85980.265625,10030.202824363214
2025-11-24 13:00:00+00:00,0.5121267066573705,1,EXIT_TO_FLAT,0.0,86299.9765625,10030.202824363214
2025-11-24 14:00:00+00:00,0.5121814743133306,1,EXIT_TO_FLAT,0.0,86006.3984375,10030.202824363214
2025-11-24 15:00:00+00:00,0.5061258385143377,1,EXIT_TO_FLAT,0.0,86598.3984375,10030.202824363214
2025-11-24 16:00:00+00:00,0.5211898002178892,1,EXIT_TO_FLAT,0.0,86809.9765625,10030.202824363214
2025-11-24 16:00:00+00:00,0.5056702651214537,1,EXIT_TO_FLAT,0.0,87185.5703125,10030.202824363214
2025-11-24 18:00:00+00:00,0.5315319652284978,1,HOLD,0.0,88391.7265625,10030.202824363214
2025-11-24 18:00:00+00:00,0.5345389290350624,1,HOLD,0.0,88674.8671875,10030.202824363214
2025-11-24 20:00:00+00:00,0.4984218947569963,1,EXIT_TO_FLAT,0.0,88483.296875,10030.202824363214
2025-11-24 21:00:00+00:00,0.4728871233954662,1,EXIT_TO_FLAT,0.0,89070.765625,10030.202824363214
2025-11-24 21:00:00+00:00,0.4832191896396848,1,EXIT_TO_FLAT,0.0,88823.078125,10030.202824363214
2025-11-24 22:00:00+00:00,0.47085453155937096,1,EXIT_TO_FLAT,0.0,88699.21875,10030.202824363214
2025-11-25 00:00:00+00:00,0.4788372254325879,1,EXIT_TO_FLAT,0.0,88118.1875,10030.202824363214
2025-11-25 02:00:00+00:00,0.46168949298127826,1,EXIT_TO_FLAT,0.0,87684.140625,10030.202824363214
2025-11-25 03:00:00+00:00,0.5302362014953566,1,HOLD,0.0,87651.921875,10030.202824363214
2025-11-25 04:00:00+00:00,0.5277916308102405,1,EXIT_TO_FLAT,0.0,88029.1875,10030.202824363214
2025-11-25 05:00:00+00:00,0.5138429295380502,1,EXIT_TO_FLAT,0.0,88257.4375,10030.202824363214
2025-11-25 06:00:00+00:00,0.5243134362261799,1,EXIT_TO_FLAT,0.0,88094.1015625,10030.202824363214
2025-11-25 07:00:00+00:00,0.5183172569262977,1,EXIT_TO_FLAT,0.0,87980.984375,10030.202824363214
2025-11-25 08:00:00+00:00,0.5183401004887135,1,EXIT_TO_FLAT,0.0,87399.6484375,10030.202824363214
2025-11-25 09:00:00+00:00,0.5190494003690814,1,EXIT_TO_FLAT,0.0,86998.6640625,10030.202824363214
2025-11-25 10:00:00+00:00,0.49654367986533277,1,EXIT_TO_FLAT,0.0,87037.0078125,10030.202824363214
2025-11-25 10:00:00+00:00,0.49235726860010026,1,EXIT_TO_FLAT,0.0,87393.8984375,10030.202824363214
2025-11-25 12:00:00+00:00,0.521790408739178,1,EXIT_TO_FLAT,0.0,87585.6640625,10030.202824363214
2025-11-25 13:00:00+00:00,0.5071660576298175,1,EXIT_TO_FLAT,0.0,87603.9921875,10030.202824363214
2025-11-25 14:00:00+00:00,0.5169897174235791,1,EXIT_TO_FLAT,0.0,87211.1328125,10030.202824363214
2025-11-25 15:00:00+00:00,0.4902798079974684,1,EXIT_TO_FLAT,0.0,86312.4296875,10030.202824363214
2025-11-25 16:00:00+00:00,0.48789235490043553,1,EXIT_TO_FLAT,0.0,86819.5390625,10030.202824363214
2025-11-25 17:00:00+00:00,0.5011696960294547,1,EXIT_TO_FLAT,0.0,87082.5703125,10030.202824363214
2025-11-25 18:00:00+00:00,0.5126356686099507,1,EXIT_TO_FLAT,0.0,87688.1484375,10030.202824363214
2025-11-25 18:00:00+00:00,0.5109016108153112,1,EXIT_TO_FLAT,0.0,87241.4765625,10030.202824363214
2025-11-25 20:00:00+00:00,0.4894132977016825,1,EXIT_TO_FLAT,0.0,86847.453125,10030.202824363214
2025-11-25 20:00:00+00:00,0.49137044101251304,1,EXIT_TO_FLAT,0.0,87396.9609375,10030.202824363214
2025-11-25 22:00:00+00:00,0.46939442336428433,1,EXIT_TO_FLAT,0.0,86644.1640625,10030.202824363214
2025-11-25 23:00:00+00:00,0.48695172709023654,1,EXIT_TO_FLAT,0.0,87415.5859375,10030.202824363214
2025-11-26 00:00:00+00:00,0.4574057502984977,1,EXIT_TO_FLAT,0.0,87482.65625,10030.202824363214
2025-11-26 02:00:00+00:00,0.49526600445132124,1,EXIT_TO_FLAT,0.0,87815.7421875,10030.202824363214
2025-11-26 03:00:00+00:00,0.4965063313723246,1,EXIT_TO_FLAT,0.0,87404.71875,10030.202824363214
2025-11-26 04:00:00+00:00,0.47877583811651186,1,EXIT_TO_FLAT,0.0,86935.1015625,10030.202824363214
2025-11-26 05:00:00+00:00,0.47834732513007583,1,EXIT_TO_FLAT,0.0,87374.3125,10030.202824363214
2025-11-26 06:00:00+00:00,0.49125333714336844,1,EXIT_TO_FLAT,0.0,87566.7109375,10030.202824363214
2025-11-26 07:00:00+00:00,0.5146501363159792,1,EXIT_TO_FLAT,0.0,87698.7109375,10030.202824363214
2025-11-26 08:00:00+00:00,0.5134631196474292,1,EXIT_TO_FLAT,0.0,87656.4296875,10030.202824363214
2025-11-26 09:00:00+00:00,0.480195300064127,1,EXIT_TO_FLAT,0.0,87317.015625,10030.202824363214
2025-11-26 10:00:00+00:00,0.48068125955130064,1,EXIT_TO_FLAT,0.0,86954.7109375,10030.202824363214
2025-11-26 10:00:00+00:00,0.48068125955130364,1,EXIT_TO_FLAT,0.0,86918.8359375,10030.202824363214
2025-11-26 12:00:00+00:00,0.48978123701494697,1,EXIT_TO_FLAT,0.0,86563.765625,10030.202824363214
2025-11-26 13:00:00+00:00,0.5111736475584544,1,EXIT_TO_FLAT,0.0,86709.9375,10030.202824363214
2025-11-26 13:00:00+00:00,0.5094042758063655,1,EXIT_TO_FLAT,0.0,87030.7109375,10030.202824363214
2025-11-26 15:00:00+00:00,0.49382575064318096,1,EXIT_TO_FLAT,0.0,86934.5234375,10030.202824363214
2025-11-26 16:00:00+00:00,0.5049708167273835,0,FLAT_REGIME_LOW,0.0,87314.890625,10030.202824363214
2025-11-26 17:00:00+00:00,0.4901501918651788,0,FLAT_REGIME_LOW,0.0,87858.9140625,10030.202824363214
2025-11-26 18:00:00+00:00,0.5198802108640906,1,EXIT_TO_FLAT,0.0,90081.71875,10030.202824363214
2025-11-26 19:00:00+00:00,0.5082773664552536,1,EXIT_TO_FLAT,0.0,90129.1796875,10030.202824363214
2025-11-26 20:00:00+00:00,0.46260215013394407,1,EXIT_TO_FLAT,0.0,89517.3359375,10030.202824363214
2025-11-26 21:00:00+00:00,0.4210039790876911,1,EXIT_TO_FLAT,0.0,89976.21875,10030.202824363214
2025-11-26 22:00:00+00:00,0.41245585575434734,1,EXIT_TO_FLAT,0.0,90202.3125,10030.202824363214
2025-11-26 23:00:00+00:00,0.4248501769274862,1,EXIT_TO_FLAT,0.0,90514.2890625,10030.202824363214
2025-11-27 00:00:00+00:00,0.4226009336033448,1,EXIT_TO_FLAT,0.0,90337.1640625,10030.202824363214
2025-11-27 02:00:00+00:00,0.48935139434976865,1,EXIT_TO_FLAT,0.0,91178.1328125,10030.202824363214
2025-11-27 03:00:00+00:00,0.4992388436370902,1,EXIT_TO_FLAT,0.0,91192.109375,10030.202824363214
2025-11-27 04:00:00+00:00,0.4851103071879688,1,EXIT_TO_FLAT,0.0,91248.625,10030.202824363214
2025-11-27 05:00:00+00:00,0.4866403108042032,1,EXIT_TO_FLAT,0.0,91297.5078125,10030.202824363214
2025-11-27 06:00:00+00:00,0.49133972187386044,1,EXIT_TO_FLAT,0.0,91215.5703125,10030.202824363214
2025-11-27 07:00:00+00:00,0.4742430514180075,1,EXIT_TO_FLAT,0.0,91215.21875,10030.202824363214
2025-11-27 08:00:00+00:00,0.4866195489873043,1,EXIT_TO_FLAT,0.0,91374.765625,10030.202824363214
2025-11-27 09:00:00+00:00,0.5073240897326445,1,EXIT_TO_FLAT,0.0,91500.34375,10030.202824363214
2025-11-27 10:00:00+00:00,0.5035263373619016,1,EXIT_TO_FLAT,0.0,91652.828125,10030.202824363214
2025-11-27 11:00:00+00:00,0.48867210041346865,1,EXIT_TO_FLAT,0.0,91596.703125,10030.202824363214
2025-11-27 12:00:00+00:00,0.49453509267991086,1,EXIT_TO_FLAT,0.0,91410.828125,10030.202824363214
2025-11-27 13:00:00+00:00,0.49105933161167614,1,EXIT_TO_FLAT,0.0,90489.515625,10030.202824363214
2025-11-27 14:00:00+00:00,0.49361559256234305,1,EXIT_TO_FLAT,0.0,90823.984375,10030.202824363214
2025-11-27 15:00:00+00:00,0.507550557036729,1,EXIT_TO_FLAT,0.0,90862.53125,10030.202824363214
2025-11-27 16:00:00+00:00,0.5061958863761917,1,EXIT_TO_FLAT,0.0,90915.78125,10030.202824363214
2025-11-27 16:00:00+00:00,0.5202528355772061,1,EXIT_TO_FLAT,0.0,91455.765625,10030.202824363214
2025-11-27 18:00:00+00:00,0.4895754898447357,1,EXIT_TO_FLAT,0.0,91466.1171875,10030.202824363214
2025-11-27 18:00:00+00:00,0.5010474355221454,1,EXIT_TO_FLAT,0.0,91792.296875,10030.202824363214
2025-11-27 20:00:00+00:00,0.4790937706457532,1,EXIT_TO_FLAT,0.0,91492.09375,10030.202824363214
2025-11-27 21:00:00+00:00,0.48643003656231565,1,EXIT_TO_FLAT,0.0,91311.3359375,10030.202824363214
2025-11-27 22:00:00+00:00,0.48273019829181096,1,EXIT_TO_FLAT,0.0,91407.765625,10030.202824363214
2025-11-27 23:00:00+00:00,0.4955537030566066,1,EXIT_TO_FLAT,0.0,91498.359375,10030.202824363214
2025-11-28 00:00:00+00:00,0.5009678628241842,1,EXIT_TO_FLAT,0.0,91284.0859375,10030.202824363214
2025-11-28 02:00:00+00:00,0.48468854988485877,1,EXIT_TO_FLAT,0.0,90773.7890625,10030.202824363214
2025-11-28 03:00:00+00:00,0.5003689309544913,0,FLAT_REGIME_LOW,0.0,91252.4140625,10030.202824363214
